"score" "percentile"
"CFHR5" 0.474997297876608 43.6966942663263
"MIER1" 0.474611181546366 43.640664882027
"IPO9" 2.35362766860813 98.3938243167528
"OR10X1" 1.18100913059503 88.1528979642657
"MAP1LC3C" 0.0802194201239949 3.45203262155264
"POU3F1" 0.135225642250821 6.53364875801531
"CEP350" 0.444250292537004 40.1979704911909
"SELL" 0.433329735829474 38.8221378322854
"RNF223" 0 0.778185893046131
"GBP7" 0.322106982012705 25.0015563717861
"EMC1" 0.831621840024517 74.6684928095624
"FPGT" 0.376563529069279 31.781111872004
"GPN2" 0.351572744785959 28.6061134283758
"PMF1" 1.57424576583036 94.5215713129552
"HS2ST1" 0.326722218747996 25.4684679076138
"PTP4A2" 0.23512364274752 15.1466102222499
"HPCA" 0.157050037071613 8.02154018551952
"PRAMEF7" 0.251550390019574 16.7776878540746
"NPR1" 0.50658006643344 47.4319865529478
"CELA3A" 1.20368803636034 88.7505447301251
"TMEM125" 0.86860669082867 76.7353545414929
"CNTN2" 0.344216108622236 27.7656726638859
"OR2T29" 0.636044274905712 60.4681566332566
"GFI1" 0.287287104223957 20.9425387536575
"PRPF3" 0.419976388009678 37.1661582518832
"NENF" 0.521694000001278 49.0661769283446
"GJA9" 1.20467336477585 88.7629957044139
"TRIM45" 0.523650086604095 49.3743385419909
"CENPL" 0.51760196263612 48.6210545975223
"PGM1" 0.763758885694211 70.4413870385358
"OR11L1" 1.23020961173628 89.3108385731183
"DNAJB4" 0.311380994445547 23.6257237128805
"SYDE2" 0.943718563081585 80.2838822137832
"LPPR4" 0.193029948896538 10.9879848098114
"INPP5B" 0.524794738516644 49.442818900579
"GPR157" 0.614214800848205 58.6814418228226
"RABGGTB" 0.591717336024908 56.51185955301
"BSDC1" 0.35905099403056 29.3718483471332
"RBMXL1" 0.493948966269484 46.018800971176
"SLC25A24" 0.338850380391726 27.2427317437589
"ZFYVE9" 1.27025121226083 90.1263773890307
"CHTOP" 0.439841783423983 39.6625785967752
"FAM20B" 0.371557902831026 31.0091514661022
"HES2" 0.116653877531782 5.44107576417855
"SHE" 0.309426741217255 23.4887629957044
"PIK3C2B" 0.672831851591408 63.3816846168213
"ST7L" 2.02186220779467 97.3790699122206
"PFKFB2" 0.50969237900484 47.8304177301874
"HIST2H3A" 0 0.778185893046131
"CLIC4" 0.349354123715303 28.3321919940235
"ATP13A2" 0.394792745809677 34.0845421154205
"EFHD2" 0.104109411718314 4.67534084542115
"KCNA3" 0.363879888570212 30.0691029073025
"MASP2" 0.842019821100903 75.3470709082986
"GPATCH3" 0.641074726433534 60.9039407333624
"AGL" 0.450643140908354 40.8516466413497
"SKI" 0.497206263376605 46.3113988669613
"SHISA4" 0.323133304561755 25.0762622175185
"TACSTD2" 1.55358455836503 94.2663263400361
"RTCA" 0.198974479934823 11.4019797049119
"TAL1" 0.112949458032697 4.99595343335616
"BRDT" 0.460843360098257 42.0967440702235
"CCT3" 0.738919760402348 68.5799663823694
"FAM110D" 0.43434770757102 39.0089024466165
"SYT11" 0.340326466953113 27.3361140509245
"ADAR" 0.570466357913843 54.4730125132292
"SDC3" 0.445904877509767 40.3224802340783
"PTGFRN" 0.339319885258753 27.2676336923364
"C1orf194" 1.01059405032007 83.0853514287493
"HFE2" 0.682117731692358 64.1598705098674
"MRPS21" 1.44486030286131 92.8095623482537
"KLHL20" 0.191018178273319 10.8385731183465
"SRM" 0.978908351066125 81.9429745377576
"HDAC1" 0.919935661865002 79.1881964763743
"CHRM3" 0.386783932273994 32.995081865156
"WARS2" 0.642883617042255 61.0844798605491
"RIMKLA" 0.412228317916253 36.2261096930835
"GSTM5" 0.606032888689385 58.0277656726639
"OR2M3" 1.8055025158499 96.2584822262342
"C4BPA" 0.455638420525622 41.430616945776
"CD101" 0.981632244506923 82.0643715370728
"STX6" 0.314776914229694 23.9868019672539
"ZSCAN20" 0.393495377096755 33.991159808255
"OR2T6" 2.31596244641898 98.2942165224429
"KAZN" 1.11556339512803 86.6712320239059
"CYR61" 0.365499119886367 30.2309655730561
"ARID1A" 1.47130999512638 93.2391209612152
"HIST2H2BE" 0.376311746323444 31.6223619498226
"UQCRH" 0.536324943167818 50.7999750980514
"DNASE2B" 0.850013008840122 75.7330511112495
"NSUN4" 1.22815998534881 89.2734856502521
"LBR" 0.79599709412425 72.5393762061881
"OR2T33" 1.38278991963217 92.0064745066301
"DFFB" 0.168338683824509 8.97715246218017
"C1QC" 0.66609893938088 62.8960966195605
"IRF2BP2" 1.19002661438065 88.4050301936127
